Restaurant,Rating,Cuisine,Price_for_Two,Location,Delivery_Time
Namaste Punjab - Branch 18,4.7,"North Indian, Chinese, Mughlai, Sichuan, Biryani, Beverages","₹1,800 for two",Secunderabad,
Costa Coffee - Branch 1,4.3,Flat 20% OFF,₹200 for one,Gachibowli,33 min
Tamra - Shangri-La Eros New Delhi - Branch 46,4.6,"North Indian, Continental, European, Asian, American, Desserts, Beverages, Shake","₹5,000 for two",Madhapur,Closes in 1 hour 42 minutes
New Grand Restaurant & Bakery - Branch 10,3.8,₹100 OFF,₹100 OFF,Gachibowli,36 min
Prabhu South Indian Corner - Branch 42,3.9,South Indian,₹100 for two,Kukatpally,
Gardin By Diggin - Branch 43,4.4,"North Indian, Asian, Chinese, Desserts","₹1,300 for two",Madhapur,Closes in 1 hour 13 minutes
Nimboli - Branch 9,3.9,"Street Food, Tea",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Kekiz Cake Shop - Branch 32,3.8,₹100 OFF,₹100 OFF,Madhapur,57 min
Dasaprakash - Branch 36,4.0,₹100 OFF,₹100 OFF,Gachibowli,26 min
Jindal Bedmi Poori - Branch 2,3.8,Street Food,₹100 for two,Kukatpally,
Soca - Brew Lounge - Branch 5,4.1,"North Indian, Asian, Sandwich, Thai, Salad, Desserts, Coffee, Beverages","₹2,000 for two",Madhapur,
Sharma Punjabi Dhaba - Branch 25,3.7,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Dosa Coffee - Branch 23,4.5,₹100 OFF,₹100 OFF,Gachibowli,23 min
Jarvel - Branch 25,3.8,₹100 OFF,₹100 OFF,Madhapur,44 min
Nizam's Kathi Kabab - Branch 42,4.4,₹100 OFF,₹100 OFF,Gachibowli,25 min
Ro'Lit! - Lit Momos & Rolls - Branch 43,4.1,₹100 OFF,₹100 OFF,Gachibowli,30 min
Baithack - Taste Of Kulhad - Branch 44,3.8,"Beverages, Continental",₹100 for two,Kukatpally,
New Manish Dhaba - Branch 1,4.0,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 39 minutes
Begeterre - Museum Themed Restaurant - Branch 3,4.1,"Asian, Modern Indian, Chinese, Seafood, Italian, Pizza, Desserts","₹4,000 for two",Madhapur,
Royal China - Branch 47,4.3,"Asian, Chinese, Cantonese, Seafood, Desserts","₹3,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Shri Mohan Ji Kachori Wale - Branch 42,4.3,Street Food,₹100 for two,Kukatpally,
Andhra Canteen - Branch 35,4.2,₹100 OFF,₹100 OFF,Gachibowli,23 min
Max ICE CREAM & BAKER'S - Branch 38,4.2,₹100 OFF,₹100 OFF,Madhapur,39 min
India Grill - Hilton Garden Inn - Branch 6,3.9,"North Indian, Chinese, Continental, Asian, Biryani, Kebab, Mughlai, Bar Food","₹2,400 for two",Madhapur,
Raghav Sweet Corner - Branch 29,4.3,"Mithai, Fast Food",₹100 for two,Kukatpally,
Bakingo - Branch 2,4.5,₹100 OFF,₹100 OFF,Gachibowli,35 min
Birch - Branch 16,4.0,"North Indian, Chinese, Italian, Asian, Thai, Continental, Sushi, Desserts","₹2,000 for two",Secunderabad,
Nani Cakes - Branch 39,4.2,₹100 OFF,₹100 OFF,Madhapur,41 min
Veer Di Hatti - Branch 2,4.1,"Street Food, North Indian",₹100 for two,Kukatpally,
Rajinder Tea Stall - Branch 25,3.8,"Street Food, Tea",₹100 for two,Kukatpally,
Wok In The Clouds - Branch 43,4.2,Flat 20% OFF,"₹1,150 for one",Gachibowli,33 min
Cafe 44 - Branch 45,3.9,"North Indian, Chinese",₹100 for two,Kukatpally,
Kawaii - Branch 29,3.8,"North Indian, Chinese, Pizza","₹1,800 for two",Madhapur,Closes in 1 hour 42 minutes
Cafe Delhi Heights - Branch 11,4.2,₹100 OFF,₹100 OFF,Gachibowli,26 min
Ramesh South Indian Dosa - Branch 25,4.3,South Indian,₹100 for two,Kukatpally,
OLLY - Olive's All Day Cafe & Bar - Branch 3,4.5,"Healthy Food, Continental, Desserts, Cafe, Pizza, Pasta, Italian, Burger","₹3,000 for two",Madhapur,Closes in 1 hour 42 minutes
Sardar Ji Corner - Branch 41,3.8,"North Indian, Street Food",₹100 for two,Kukatpally,
Gola Sizzlers - Naresh Gola Group - Branch 33,4.5,"North Indian, Chinese, Salad, Pasta, Pizza, Desserts, Shake, Beverages","₹1,900 for two",Gachibowli,Closes in 1 hour 54 minutes
The BBQ Industry - Branch 37,4.5,"BBQ, North Indian, Beverages","₹1,600 for two",Madhapur,Closes in 1 hour 42 minutes
Pandit Ji Puri Wale - Branch 27,3.7,North Indian,₹100 for two,Kukatpally,
Bikanervala - Branch 32,4.0,₹100 OFF,₹100 OFF,Gachibowli,26 min
Aman Dhaba - Branch 32,4.0,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Namaste Punjab - Branch 46,4.5,"North Indian, Chinese, Mughlai, Sichuan, Biryani, Beverages","₹1,800 for two",Secunderabad,
Chai Garam Cafe - Branch 43,4.0,"Tea, Beverages",₹100 for two,Kukatpally,
Vaishno Dhaba - Branch 18,3.8,North Indian,₹100 for two,Kukatpally,
Cakes By Xocolatl - Branch 16,4.1,Bakery,₹800 for one,Madhapur,
Andhra Bhavan - Branch 25,4.6,₹100 OFF,₹100 OFF,Gachibowli,26 min
Open Tap 29 - Branch 39,4.3,"Bar Food, Oriental, Continental, Fast Food, North Indian, Beverages","₹2,000 for two",Secunderabad,
The Beer Cafe - Branch 13,4.0,₹100 OFF,₹100 OFF,Gachibowli,27 min
Karan Dhaba - Branch 49,3.8,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Vrinda Vaishno Dhaba - Branch 3,3.9,₹100 OFF,₹100 OFF,Gachibowli,28 min
Qla - Branch 12,4.7,"European, Italian, Mediterranean, Desserts, Beverages","₹3,500 for two",Madhapur,
Stop N Go Bakers - Branch 46,4.5,₹100 OFF,₹100 OFF,Madhapur,44 min
Cafe Delhi Heights - Branch 45,4.6,₹100 OFF,₹100 OFF,Gachibowli,26 min
Blue Ice Cafe - Branch 7,4.1,₹100 OFF,₹100 OFF,Madhapur,41 min
Asur - Microbrewery - Branch 41,4.4,"Bar Food, Salad, Asian, Italian, North Indian, Burger","₹1,700 for two",Madhapur,
The Waffle Co. - Branch 21,3.9,₹100 OFF,₹100 OFF,Gachibowli,30 min
S.V. Cake House - Branch 8,3.5,₹100 OFF,₹100 OFF,Madhapur,47 min
7 Layers Bakery And Snacks - Branch 28,4.4,₹100 OFF,₹100 OFF,Madhapur,48 min
Chicken Inn - Branch 4,4.5,₹100 OFF,₹100 OFF,Gachibowli,28 min
Chai Sutta Bar - Branch 8,4.4,₹100 OFF,₹100 OFF,Gachibowli,32 min
Bitcoin Cafe - Branch 6,4.6,₹100 OFF,₹100 OFF,Gachibowli,27 min
Bansi Wale - Branch 24,3.4,Street Food,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Sharma Chaat Bhandar - Branch 1,3.8,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Starbucks Coffee - Branch 19,4.2,₹100 OFF,₹100 OFF,Gachibowli,21 min
Pandit Ramesh Halwai Puri Wale - Branch 16,3.8,"Mithai, Street Food",₹100 for two,Kukatpally,
Aj' LL.B. Chai Wala - Branch 5,3.7,"Beverages, Street Food",₹100 for two,Kukatpally,
Indie BBQ - Branch 8,4.5,"BBQ, North Indian, Seafood, Rolls","₹1,000 for two",Secunderabad,Closes in 1 hour 36 minutes
Chai District - Branch 7,2.8,Tea,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Kashyap's Chaat - Branch 29,4.0,Street Food,₹100 for two,Kukatpally,
Nand Lal Dhaba - Branch 22,3.9,₹100 OFF,₹100 OFF,Gachibowli,48 min
Ice Cream Bell - Branch 44,4.1,Ice Cream,₹100 for two,Kukatpally,
One8 Commune - Branch 39,4.6,"North Indian, Italian, Asian, Continental","₹4,000 for two",Madhapur,
The Pavilion - ITC Maurya - Branch 23,4.2,"North Indian, South Indian, Italian, Continental, Desserts, Beverages","₹3,500 for two",Madhapur,
Cafe Coffee Day - Branch 12,4.0,₹100 OFF,₹100 OFF,Gachibowli,24 min
Mamma Rose - Branch 24,4.6,"Italian, European, Desserts, Continental","₹1,200 for two",Secunderabad,Closes in 37 minutes
Let's Scoop Ice Cream Cafe - Branch 22,4.0,₹100 OFF,₹100 OFF,Madhapur,47 min
Papreewala - Branch 37,4.0,Street Food,₹100 for two,Kukatpally,
IGP Cakes - Branch 30,4.2,₹100 OFF,₹100 OFF,Gachibowli,37 min
Ranisa - Branch 13,4.0,₹100 OFF,₹100 OFF,Gachibowli,24 min
IB Bakers - Branch 34,4.0,₹100 OFF,₹100 OFF,Madhapur,44 min
La Vie Douce - Branch 15,4.7,"Continental, Italian, Desserts, European, Coffee, Cafe","₹1,500 for two",Madhapur,Closes in 57 minutes
Ansarul Bangali Hotel - Branch 35,3.8,"North Indian, Bengali",₹100 for two,Kukatpally,
Gourmet Ice Cream Cakes by Baskin Robbins - Branch 9,3.8,₹100 OFF,₹100 OFF,Madhapur,46 min
Kiona Patio & Bar - Branch 9,3.9,"European, Asian","₹2,000 for two",Madhapur,
Moti Mahal Restaurant & Bar - Branch 9,4.1,"North Indian, Biryani, Mughlai, Continental, Oriental, Italian, Asian, Desserts","₹1,200 for two",Secunderabad,Closes in 1 hour 36 minutes
AL - Zehra - Branch 35,4.4,₹100 OFF,₹100 OFF,Gachibowli,52 min
Nagpal Chat Bhandar - Branch 45,3.6,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
PORCHE - Branch 12,4.0,"Mediterranean, Asian","₹2,500 for two",Madhapur,
Yuki - Cheesecakes And Drinks - Branch 41,3.4,₹100 OFF,₹100 OFF,Madhapur,
Sagar Ratna - Branch 33,4.2,₹100 OFF,₹100 OFF,Gachibowli,24 min
Raj Kumar Chole Kulche Wale - Branch 9,4.0,North Indian,₹100 for two,Kukatpally,
Tandoori Delights - Branch 22,4.2,₹100 OFF,₹100 OFF,Gachibowli,31 min
Hard Rock Cafe - Branch 46,4.3,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages","₹1,500 for two",Madhapur,
Bukhara - ITC Maurya - Branch 8,4.6,"North Indian, Kebab, Desserts","₹8,000 for two",Gachibowli,
Burger Galaxy - Branch 22,4.2,"Fast Food, Burger, Sandwich",₹100 for two,Kukatpally,
Donut Express By Auberry - Branch 35,2.9,₹100 OFF,₹100 OFF,Madhapur,56 min
Kababs N Roll - Branch 8,4.1,₹100 OFF,₹100 OFF,Gachibowli,23 min
Pindi Chole Bhature Lassi - Branch 2,3.2,Street Food,₹100 for two,Kukatpally,
Chole Bhature - Branch 36,3.8,North Indian,₹100 for two,Kukatpally,
La Pino'z Pizza - Branch 13,3.8,Flat 25% OFF,₹250 for one,Gachibowli,31 min
Shree Samosa Adda - Branch 5,4.3,Street Food,₹100 for two,Kukatpally,
Sikkim Chinese Momos - Branch 31,4.0,"Momos, Chinese",₹100 for two,Kukatpally,Closes in 9 minutes
Jhakaas Momos - Branch 22,4.3,₹100 OFF,₹100 OFF,Gachibowli,27 min
The Good Bowl - Branch 2,4.2,₹100 OFF,₹100 OFF,Gachibowli,28 min
Sharma Chaat Bhandar - Branch 24,4.2,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
Puffs N Cakes - Branch 30,3.0,₹100 OFF,₹100 OFF,Madhapur,44 min
99 Square Pizza - Branch 13,3.7,₹100 OFF,₹100 OFF,Madhapur,42 min
King's Chinese Point - Branch 13,4.2,₹100 OFF,₹100 OFF,Gachibowli,32 min
Nowhere Terrace Brewpub Cafe - Branch 32,4.1,"North Indian, Asian, Continental, Sushi, Fast Food, Italian, Sandwich","₹2,800 for two",Madhapur,
Soul - Gourmet Bowls by Nomad - Branch 14,4.4,₹100 OFF,₹100 OFF,Gachibowli,25 min
Angels In My Kitchen - Branch 2,3.9,₹100 OFF,₹100 OFF,Gachibowli,27 min
Keventers - Milkshakes & Desserts - Branch 1,4.2,₹100 OFF,₹100 OFF,Gachibowli,25 min
Brijwasi Kachori - Branch 40,3.9,Street Food,₹100 for two,Kukatpally,
Modern Chhole Kulche - Branch 24,4.2,Street Food,₹100 for two,Kukatpally,
Shree Balaji Vaishno Hotel - Branch 29,3.9,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Hari Prasad Chauhan Amritsari Naan - Branch 44,3.8,North Indian,₹100 for two,Kukatpally,
Pluto Pizza - Branch 49,3.8,₹100 OFF,₹100 OFF,Gachibowli,29 min
Shree Shyam PTW - Branch 5,4.0,"Street Food, North Indian",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Starbox - Branch 15,4.1,Bakery,₹200 for one,Madhapur,42 min
Romeo Lane - Branch 3,4.1,"Bar Food, Continental, Chinese, Salad","₹3,500 for two",Madhapur,
Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani - Branch 41,4.6,₹100 OFF,₹100 OFF,Gachibowli,25 min
V Café - Meals by PVR - Branch 39,4.0,₹100 OFF,₹100 OFF,Gachibowli,30 min
Shang Palace - Shangri-La Eros New Delhi - Branch 5,4.3,"Asian, Seafood, Beverages, Sichuan","₹4,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Dum-Pukht - ITC Maurya - Branch 34,4.8,"North Indian, Mughlai","₹8,000 for two",Madhapur,Closes in 1 hour 58 minutes
Sardar G Malai Chaap Junction - Branch 8,3.6,₹100 OFF,₹100 OFF,Gachibowli,33 min
Unaav - The Dakshin Cafe - Branch 27,4.8,"South Indian, Beverages",₹300 for two,Secunderabad,Closes in 51 minutes
KP Naan Corner - Branch 9,4.3,"North Indian, Street Food",₹100 for two,Kukatpally,
Fika Coffee Co. - Branch 46,4.3,"Cafe, Coffee, Pizza, Continental, Fast Food, Momos, Shake, Beverages",₹850 for two,Madhapur,Closes in 1 hour 57 minutes
China Garden - Original Chinese Wok & Traditional Cantonese Dim Sum - Branch 43,4.4,"Chinese, Korean, Japanese, Seafood","₹3,000 for two",Secunderabad,Closes in 1 hour 6 minutes
Dramz - Branch 6,4.3,"European, Asian, North Indian","₹4,000 for two",Madhapur,
Flavours - Branch 35,4.1,Flat 10% OFF,₹200 for one,Gachibowli,28 min
Ice Cream Bell - Branch 2,4.0,Ice Cream,₹100 for two,Kukatpally,
Bon Amigos - Euro & Pan-Asian Kitchen - Branch 16,4.7,"European, Asian, Italian","₹1,600 for two",Secunderabad,Closes in 1 hour 7 minutes
Manu Chat Bhandar - Branch 17,3.1,Street Food,₹100 for two,Kukatpally,Closes in 9 minutes
"UBQ - Meals, Thalis & Bowls - Branch 16",3.9,₹100 OFF,₹100 OFF,Gachibowli,26 min
Shiva Burger Corner - Branch 43,4.1,Burger,₹100 for two,Kukatpally,Closes in 39 minutes
Nimboli - Branch 1,3.9,"Street Food, Tea",₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Hotel Swagath Grand - Branch 9,4.4,₹100 OFF,₹100 OFF,Madhapur,47 min
Taste Of Malabar - Branch 15,3.8,₹100 OFF,₹100 OFF,Gachibowli,33 min
Parantha Express - Branch 38,3.9,₹100 OFF,₹100 OFF,Gachibowli,29 min
Akash Deep Restaurant - Branch 11,4.4,₹100 OFF,₹100 OFF,Gachibowli,43 min
Lord Of The Drinks - Branch 17,4.4,"Oriental, North Indian, Continental, Italian, Salad, Fast Food, Desserts, Beverages","₹3,700 for two",Madhapur,
The Barbeque Times - Branch 19,4.3,"BBQ, South Indian, North Indian, Asian, Mughlai, Street Food, Bakery, Desserts","₹2,200 for two",Madhapur,Closes in 43 minutes
Mayfair - Branch 39,4.1,"North Indian, Asian, Italian, American, Mughlai, Bar Food, Desserts, Beverages","₹2,300 for two",Secunderabad,
Baithack - Taste Of Kulhad - Branch 20,4.1,"Beverages, Continental",₹100 for two,Kukatpally,
Nowhere Terrace Brewpub Cafe - Branch 32,4.5,"North Indian, Asian, Continental, Sushi, Fast Food, Italian, Sandwich","₹2,800 for two",Madhapur,
Tandoori Touchdown - Branch 31,4.0,₹100 OFF,₹100 OFF,Gachibowli,30 min
Fairytales - Branch 13,4.2,"Italian, Lebanese, Burger, Sandwich, Desserts","₹1,300 for two",Madhapur,Closes in 1 hour 13 minutes
Zariya By Dal Samarkand - Branch 46,4.8,"North Indian, Mughlai, Biryani, Kebab, Continental, Desserts, Coffee, Beverages","₹1,000 for two",Madhapur,Closes in 1 hour 43 minutes
Ru-Bar-Ru - Branch 1,4.4,"Fast Food, Japanese, Chinese, Pizza, Kebab, North Indian, Oriental, Bar Food","₹1,500 for two",Madhapur,
Krispie's Bakery Cafe Sweets - Branch 23,3.2,₹100 OFF,₹100 OFF,Madhapur,47 min
PKP - Pidata Kinda Pappu - Branch 29,4.2,₹100 OFF,₹100 OFF,Madhapur,45 min
Rooftop - The View - Branch 48,4.5,"North Indian, Chinese, Continental, Italian, Asian, South American, Beverages","₹3,400 for two",Madhapur,Closes in 1 hour 57 minutes
The Waffle Co. - Branch 16,3.7,₹100 OFF,₹100 OFF,Gachibowli,30 min
Brewocrat - Brewery Skybar & Kitchen - Branch 27,4.5,"Continental, Sushi, North Indian, Mediterranean, Asian, Pizza, American, Burger","₹2,500 for two",Madhapur,
The Walk - Branch 29,4.0,"North Indian, Chinese, Pasta, Pizza, Momos, Sandwich, Fast Food, Beverages","₹1,500 for two",Madhapur,
Cheesecake & Co. - Branch 36,4.6,₹100 OFF,₹100 OFF,Gachibowli,28 min
Instacrave - Branch 33,3.1,₹100 OFF,₹100 OFF,Gachibowli,23 min
Momo Shomo - Branch 47,4.2,₹100 OFF,₹100 OFF,Gachibowli,26 min
Live Cake Town - Branch 3,3.2,₹100 OFF,₹100 OFF,Madhapur,46 min
Bakingo - Branch 37,4.2,₹100 OFF,₹100 OFF,Gachibowli,35 min
Elito Coffee Eatery - Branch 20,4.3,"Asian, Pasta, Pizza, Mexican, Pancake, Coffee, Desserts, Shake","₹1,000 for two",Madhapur,Closes in 1 hour 12 minutes
Chandni Chowk Ke Mashoor Parathe - Branch 15,4.2,North Indian,₹100 for two,Kukatpally,Closes in 1 hour 9 minutes
Balloch - Branch 3,4.1,"North Indian, Kebab, Mughlai, Biryani, Chinese, Oriental, Beverages, Desserts","₹1,200 for two",Madhapur,Closes in 1 hour 12 minutes
Mama's - Branch 42,3.9,₹100 OFF,₹100 OFF,Gachibowli,29 min
Bahadurgarh Ke Mashoor Pakode - Branch 24,3.7,Street Food,₹100 for two,Kukatpally,
COMO - Pizzeria - Branch 27,4.2,"Pizza, Italian, Continental, Coffee, Beverages, Salad","₹3,000 for two",Secunderabad,
Cafe De Flora - Branch 43,4.2,"Continental, Italian, Pasta, Pizza, Coffee, Salad, Cafe","₹2,000 for two",Madhapur,Closes in 1 hour 42 minutes
King's Chinese Point - Branch 45,4.0,₹100 OFF,₹100 OFF,Gachibowli,32 min
Mere - Baked To Nurture - Branch 2,3.8,"Bakery, Healthy Food, Fast Food, Desserts, Beverages",₹750 for one,Madhapur,49 min
Shri Amarchander Chole Bhature - Branch 19,4.0,Street Food,₹100 for two,Kukatpally,
Donut Express By Auberry - Branch 40,3.3,₹100 OFF,₹100 OFF,Madhapur,56 min
Al-Tavuk - Branch 41,4.0,₹100 OFF,₹100 OFF,Gachibowli,45 min
Bikanervala - Branch 16,4.3,₹100 OFF,₹100 OFF,Gachibowli,26 min
No. 1 Uncles Parantha - Branch 34,4.2,₹100 OFF,₹100 OFF,Gachibowli,29 min
Gourmet Ice Cream Cakes by Baskin Robbins - Branch 20,4.0,₹100 OFF,₹100 OFF,Madhapur,46 min
The Big Tree Cafe - Branch 44,4.5,"North Indian, Fast Food, Pizza, Cafe, Italian, Continental","₹1,600 for two",Madhapur,
Moti Mahal Fine Dining & Bar - Branch 15,4.2,"North Indian, Mughlai, Chinese, Biryani, Momos, Seafood, Beverages, Desserts","₹1,400 for two",Secunderabad,Closes in 1 hour 36 minutes
Moti Mahal Fine Dining & Bar - Branch 49,4.2,"North Indian, Mughlai, Chinese, Biryani, Momos, Seafood, Beverages, Desserts","₹1,400 for two",Secunderabad,Closes in 1 hour 36 minutes
Food Exchange - Novotel New Delhi Aerocity - Branch 41,4.5,"Asian, European, Mediterranean, North Indian","₹4,500 for two",Secunderabad,Closes in 1 hour 7 minutes
Amritsari Naan - Branch 45,4.1,North Indian,₹100 for two,Kukatpally,
Choudhary Sweets - Branch 47,4.1,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
The Cottage Cafe By La Polo - Branch 9,4.5,"Cafe, Coffee, Fast Food, Italian, Pizza, Burger, Desserts, Tea","₹1,400 for two",Secunderabad,Closes in 7 minutes
Irfan Bakery - Branch 36,4.3,₹100 OFF,₹100 OFF,Madhapur,45 min
Tan Coffee - Branch 9,4.3,₹100 OFF,₹100 OFF,Gachibowli,26 min
PAUL - Branch 49,4.2,"International, Cafe, Coffee, Pizza, Fast Food, Salad, European, Desserts","₹1,600 for two",Madhapur,Closes in 1 hour 57 minutes
Parantha King - Branch 29,3.5,North Indian,₹100 for two,Kukatpally,
AL - Zehra - Branch 37,4.3,₹100 OFF,₹100 OFF,Gachibowli,52 min
Frozen Fun - Gelato Ice Cream - Branch 11,4.2,Flat 10% OFF,₹200 for one,Gachibowli,27 min
Sharma Ji Ke Special Chhole Bhature - Branch 19,4.2,"North Indian, Beverages",₹100 for two,Kukatpally,Closes in 1 hour 24 minutes
Alfa bakery - Branch 41,3.9,₹100 OFF,₹100 OFF,Madhapur,48 min
In The Punjab - Branch 26,4.5,"North Indian, Mughlai, Kebab","₹1,500 for two",Secunderabad,
Shekhar Enterprises - Branch 31,3.9,"North Indian, Beverages",₹100 for two,Kukatpally,
Atmanam - Branch 18,3.8,"South Indian, Biryani",₹800 for two,Secunderabad,Closes in 6 minutes
Har Har Mahadev Samosa - Branch 10,4.0,"Street Food, Beverages",₹100 for two,Kukatpally,Closes in 9 minutes
FFC - Fried Food Cafe - Branch 12,4.1,₹100 OFF,₹100 OFF,Gachibowli,43 min
Hotel Rajdhani - Branch 1,4.2,₹100 OFF,₹100 OFF,Gachibowli,39 min
Pappu Chole Kulche - Branch 33,4.3,Street Food,₹100 for two,Kukatpally,
The Pizza Project by Oven Story - Branch 12,3.7,₹100 OFF,₹100 OFF,Gachibowli,30 min
Uttrakhand Dhaba - Branch 49,3.9,North Indian,₹100 for two,Kukatpally,Closes in 9 minutes
Shree Ganesh - Branch 11,3.7,North Indian,₹100 for two,Kukatpally,
Shri Balaji Variety Samosa - Branch 33,3.5,Street Food,₹100 for two,Kukatpally,Closes in 39 minutes
Chai Garam Cafe - Branch 7,3.8,"Tea, Beverages",₹100 for two,Kukatpally,
Shang Palace - Shangri-La Eros New Delhi - Branch 30,4.4,"Asian, Seafood, Beverages, Sichuan","₹4,000 for two",Secunderabad,Closes in 1 hour 37 minutes
Curry Nation - Branch 17,4.3,₹100 OFF,₹100 OFF,Gachibowli,29 min
New Srinivasa Bakery - Branch 42,4.4,₹100 OFF,₹100 OFF,Madhapur,42 min
Special Chole Bhature - Branch 18,3.9,North Indian,₹100 for two,Kukatpally,
The Imperial Spice - Branch 22,4.7,"North Indian, Continental, Mughlai, Italian, Kebab, Biryani, Beverages, Desserts","₹2,700 for two",Madhapur,
Camdin Patisserie & Boulangerie - Branch 42,4.1,₹100 OFF,₹100 OFF,Gachibowli,30 min
Food Of Dreams By Punjabi Angithi - Branch 43,3.9,₹100 OFF,₹100 OFF,Gachibowli,32 min
Mainland China - Branch 22,4.2,"Chinese, Sushi, Thai, Asian, Seafood","₹2,000 for two",Madhapur,Closes in 1 hour 12 minutes
Bansiwala Sweets Corner - Branch 46,3.4,"Mithai, Street Food",₹100 for two,Kukatpally,Closes in 39 minutes
Echoes Cafe - Branch 15,4.6,"North Indian, Kebab, Asian, Pizza, Fast Food, Momos, Chinese, Beverages","₹1,200 for two",Secunderabad,Closes in 1 hour 52 minutes
Olive Bar & Kitchen - Branch 49,4.5,"Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts","₹5,000 for two",Madhapur,
The Chowk Cafe - Branch 7,3.3,₹100 OFF,₹100 OFF,Gachibowli,50 min
Vikash Special Chole Bhature - Branch 33,4.1,Street Food,₹100 for two,Kukatpally,
